sample_id,category,image_path
air_conditioner_filter_034,air_conditioner_filter,air_conditioner_filter/train/good/034.png
air_conditioner_filter_035,air_conditioner_filter,air_conditioner_filter/train/good/035.png
air_conditioner_filter_036,air_conditioner_filter,air_conditioner_filter/train/good/036.png
air_conditioner_filter_037,air_conditioner_filter,air_conditioner_filter/train/good/037.png
air_conditioner_filter_038,air_conditioner_filter,air_conditioner_filter/train/good/038.png
air_conditioner_filter_039,air_conditioner_filter,air_conditioner_filter/train/good/039.png
air_conditioner_filter_040,air_conditioner_filter,air_conditioner_filter/train/good/040.png
air_conditioner_filter_041,air_conditioner_filter,air_conditioner_filter/train/good/041.png
air_conditioner_filter_042,air_conditioner_filter,air_conditioner_filter/train/good/042.png
air_conditioner_filter_043,air_conditioner_filter,air_conditioner_filter/train/good/043.png
air_conditioner_filter_044,air_conditioner_filter,air_conditioner_filter/train/good/044.png
air_conditioner_filter_045,air_conditioner_filter,air_conditioner_filter/train/good/045.png
air_conditioner_filter_046,air_conditioner_filter,air_conditioner_filter/train/good/046.png
air_conditioner_filter_047,air_conditioner_filter,air_conditioner_filter/train/good/047.png
air_conditioner_filter_048,air_conditioner_filter,air_conditioner_filter/train/good/048.png
air_conditioner_filter_049,air_conditioner_filter,air_conditioner_filter/train/good/049.png
air_conditioner_filter_050,air_conditioner_filter,air_conditioner_filter/train/good/050.png
air_conditioner_filter_051,air_conditioner_filter,air_conditioner_filter/train/good/051.png
air_conditioner_filter_052,air_conditioner_filter,air_conditioner_filter/train/good/052.png
air_conditioner_filter_053,air_conditioner_filter,air_conditioner_filter/train/good/053.png
air_conditioner_filter_054,air_conditioner_filter,air_conditioner_filter/train/good/054.png
air_conditioner_filter_055,air_conditioner_filter,air_conditioner_filter/train/good/055.png
air_conditioner_filter_056,air_conditioner_filter,air_conditioner_filter/train/good/056.png
air_conditioner_filter_057,air_conditioner_filter,air_conditioner_filter/train/good/057.png
air_conditioner_filter_058,air_conditioner_filter,air_conditioner_filter/train/good/058.png
air_conditioner_filter_059,air_conditioner_filter,air_conditioner_filter/train/good/059.png
air_conditioner_filter_060,air_conditioner_filter,air_conditioner_filter/train/good/060.png
air_conditioner_filter_061,air_conditioner_filter,air_conditioner_filter/train/good/061.png
air_conditioner_filter_062,air_conditioner_filter,air_conditioner_filter/train/good/062.png
air_conditioner_filter_063,air_conditioner_filter,air_conditioner_filter/train/good/063.png
air_conditioner_filter_064,air_conditioner_filter,air_conditioner_filter/train/good/064.png
air_conditioner_filter_065,air_conditioner_filter,air_conditioner_filter/train/good/065.png
air_conditioner_filter_066,air_conditioner_filter,air_conditioner_filter/train/good/066.png
air_conditioner_filter_067,air_conditioner_filter,air_conditioner_filter/train/good/067.png
air_conditioner_filter_068,air_conditioner_filter,air_conditioner_filter/train/good/068.png
air_conditioner_filter_069,air_conditioner_filter,air_conditioner_filter/train/good/069.png
air_conditioner_filter_070,air_conditioner_filter,air_conditioner_filter/train/good/070.png
air_conditioner_filter_071,air_conditioner_filter,air_conditioner_filter/train/good/071.png
air_conditioner_filter_072,air_conditioner_filter,air_conditioner_filter/train/good/072.png
air_conditioner_filter_073,air_conditioner_filter,air_conditioner_filter/train/good/073.png
air_conditioner_filter_074,air_conditioner_filter,air_conditioner_filter/train/good/074.png
air_conditioner_filter_075,air_conditioner_filter,air_conditioner_filter/train/good/075.png
air_conditioner_filter_076,air_conditioner_filter,air_conditioner_filter/train/good/076.png
air_conditioner_filter_077,air_conditioner_filter,air_conditioner_filter/train/good/077.png
air_conditioner_filter_078,air_conditioner_filter,air_conditioner_filter/train/good/078.png
air_conditioner_filter_079,air_conditioner_filter,air_conditioner_filter/train/good/079.png
air_conditioner_filter_080,air_conditioner_filter,air_conditioner_filter/train/good/080.png
air_conditioner_filter_081,air_conditioner_filter,air_conditioner_filter/train/good/081.png
air_conditioner_filter_082,air_conditioner_filter,air_conditioner_filter/train/good/082.png
air_conditioner_filter_083,air_conditioner_filter,air_conditioner_filter/train/good/083.png
air_conditioner_filter_084,air_conditioner_filter,air_conditioner_filter/train/good/084.png
air_conditioner_filter_085,air_conditioner_filter,air_conditioner_filter/train/good/085.png
air_conditioner_filter_086,air_conditioner_filter,air_conditioner_filter/train/good/086.png
air_conditioner_filter_087,air_conditioner_filter,air_conditioner_filter/train/good/087.png
air_conditioner_filter_088,air_conditioner_filter,air_conditioner_filter/train/good/088.png
air_conditioner_filter_089,air_conditioner_filter,air_conditioner_filter/train/good/089.png
air_conditioner_filter_090,air_conditioner_filter,air_conditioner_filter/train/good/090.png
air_conditioner_filter_091,air_conditioner_filter,air_conditioner_filter/train/good/091.png
air_conditioner_filter_092,air_conditioner_filter,air_conditioner_filter/train/good/092.png
air_conditioner_filter_093,air_conditioner_filter,air_conditioner_filter/train/good/093.png
air_conditioner_filter_094,air_conditioner_filter,air_conditioner_filter/train/good/094.png
air_conditioner_filter_095,air_conditioner_filter,air_conditioner_filter/train/good/095.png
air_conditioner_filter_096,air_conditioner_filter,air_conditioner_filter/train/good/096.png
air_conditioner_filter_097,air_conditioner_filter,air_conditioner_filter/train/good/097.png
air_conditioner_filter_098,air_conditioner_filter,air_conditioner_filter/train/good/098.png
air_conditioner_filter_099,air_conditioner_filter,air_conditioner_filter/train/good/099.png
air_conditioner_filter_100,air_conditioner_filter,air_conditioner_filter/train/good/100.png
air_conditioner_filter_101,air_conditioner_filter,air_conditioner_filter/train/good/101.png
air_conditioner_filter_102,air_conditioner_filter,air_conditioner_filter/train/good/102.png
air_conditioner_filter_103,air_conditioner_filter,air_conditioner_filter/train/good/103.png
air_conditioner_filter_104,air_conditioner_filter,air_conditioner_filter/train/good/104.png
air_conditioner_filter_105,air_conditioner_filter,air_conditioner_filter/train/good/105.png
air_conditioner_filter_106,air_conditioner_filter,air_conditioner_filter/train/good/106.png
air_conditioner_filter_107,air_conditioner_filter,air_conditioner_filter/train/good/107.png
air_conditioner_filter_108,air_conditioner_filter,air_conditioner_filter/train/good/108.png
air_conditioner_filter_109,air_conditioner_filter,air_conditioner_filter/train/good/109.png
air_conditioner_filter_110,air_conditioner_filter,air_conditioner_filter/train/good/110.png
air_conditioner_filter_111,air_conditioner_filter,air_conditioner_filter/train/good/111.png
air_conditioner_filter_112,air_conditioner_filter,air_conditioner_filter/train/good/112.png
air_conditioner_filter_113,air_conditioner_filter,air_conditioner_filter/train/good/113.png
air_conditioner_filter_114,air_conditioner_filter,air_conditioner_filter/train/good/114.png
air_conditioner_filter_115,air_conditioner_filter,air_conditioner_filter/train/good/115.png
air_conditioner_filter_116,air_conditioner_filter,air_conditioner_filter/train/good/116.png
air_conditioner_filter_117,air_conditioner_filter,air_conditioner_filter/train/good/117.png
air_conditioner_filter_118,air_conditioner_filter,air_conditioner_filter/train/good/118.png
air_conditioner_filter_119,air_conditioner_filter,air_conditioner_filter/train/good/119.png
air_conditioner_filter_120,air_conditioner_filter,air_conditioner_filter/train/good/120.png
air_conditioner_filter_121,air_conditioner_filter,air_conditioner_filter/train/good/121.png
air_conditioner_filter_122,air_conditioner_filter,air_conditioner_filter/train/good/122.png
air_conditioner_filter_123,air_conditioner_filter,air_conditioner_filter/train/good/123.png
air_conditioner_filter_124,air_conditioner_filter,air_conditioner_filter/train/good/124.png
air_conditioner_filter_125,air_conditioner_filter,air_conditioner_filter/train/good/125.png
air_conditioner_filter_126,air_conditioner_filter,air_conditioner_filter/train/good/126.png
air_conditioner_filter_127,air_conditioner_filter,air_conditioner_filter/train/good/127.png
air_conditioner_filter_128,air_conditioner_filter,air_conditioner_filter/train/good/128.png
air_conditioner_filter_129,air_conditioner_filter,air_conditioner_filter/train/good/129.png
air_conditioner_filter_130,air_conditioner_filter,air_conditioner_filter/train/good/130.png
air_conditioner_filter_131,air_conditioner_filter,air_conditioner_filter/train/good/131.png
air_conditioner_filter_132,air_conditioner_filter,air_conditioner_filter/train/good/132.png
air_conditioner_filter_133,air_conditioner_filter,air_conditioner_filter/train/good/133.png
air_conditioner_filter_134,air_conditioner_filter,air_conditioner_filter/train/good/134.png
air_conditioner_filter_135,air_conditioner_filter,air_conditioner_filter/train/good/135.png
air_conditioner_filter_136,air_conditioner_filter,air_conditioner_filter/train/good/136.png
air_conditioner_filter_137,air_conditioner_filter,air_conditioner_filter/train/good/137.png
air_conditioner_filter_138,air_conditioner_filter,air_conditioner_filter/train/good/138.png
air_conditioner_filter_139,air_conditioner_filter,air_conditioner_filter/train/good/139.png
air_conditioner_filter_140,air_conditioner_filter,air_conditioner_filter/train/good/140.png
air_conditioner_filter_141,air_conditioner_filter,air_conditioner_filter/train/good/141.png
air_conditioner_filter_142,air_conditioner_filter,air_conditioner_filter/train/good/142.png
air_conditioner_filter_143,air_conditioner_filter,air_conditioner_filter/train/good/143.png
air_conditioner_filter_144,air_conditioner_filter,air_conditioner_filter/train/good/144.png
air_conditioner_filter_145,air_conditioner_filter,air_conditioner_filter/train/good/145.png
air_conditioner_filter_146,air_conditioner_filter,air_conditioner_filter/train/good/146.png
air_conditioner_filter_147,air_conditioner_filter,air_conditioner_filter/train/good/147.png
air_conditioner_filter_148,air_conditioner_filter,air_conditioner_filter/train/good/148.png
air_conditioner_filter_149,air_conditioner_filter,air_conditioner_filter/train/good/149.png
air_conditioner_filter_150,air_conditioner_filter,air_conditioner_filter/train/good/150.png
air_conditioner_filter_151,air_conditioner_filter,air_conditioner_filter/train/good/151.png
air_conditioner_filter_152,air_conditioner_filter,air_conditioner_filter/train/good/152.png
air_conditioner_filter_153,air_conditioner_filter,air_conditioner_filter/train/good/153.png
air_conditioner_filter_154,air_conditioner_filter,air_conditioner_filter/train/good/154.png
air_conditioner_filter_155,air_conditioner_filter,air_conditioner_filter/train/good/155.png
air_conditioner_filter_156,air_conditioner_filter,air_conditioner_filter/train/good/156.png
air_conditioner_filter_157,air_conditioner_filter,air_conditioner_filter/train/good/157.png
air_conditioner_filter_158,air_conditioner_filter,air_conditioner_filter/train/good/158.png
air_conditioner_filter_159,air_conditioner_filter,air_conditioner_filter/train/good/159.png
air_conditioner_filter_160,air_conditioner_filter,air_conditioner_filter/train/good/160.png
air_conditioner_filter_161,air_conditioner_filter,air_conditioner_filter/train/good/161.png
air_conditioner_filter_162,air_conditioner_filter,air_conditioner_filter/train/good/162.png
air_conditioner_filter_163,air_conditioner_filter,air_conditioner_filter/train/good/163.png
air_conditioner_filter_164,air_conditioner_filter,air_conditioner_filter/train/good/164.png
air_conditioner_filter_165,air_conditioner_filter,air_conditioner_filter/train/good/165.png
air_conditioner_filter_166,air_conditioner_filter,air_conditioner_filter/train/good/166.png
air_conditioner_filter_167,air_conditioner_filter,air_conditioner_filter/train/good/167.png
air_conditioner_filter_168,air_conditioner_filter,air_conditioner_filter/train/good/168.png
air_conditioner_filter_169,air_conditioner_filter,air_conditioner_filter/train/good/169.png
air_conditioner_filter_170,air_conditioner_filter,air_conditioner_filter/train/good/170.png
air_conditioner_filter_171,air_conditioner_filter,air_conditioner_filter/train/good/171.png
air_conditioner_filter_172,air_conditioner_filter,air_conditioner_filter/train/good/172.png
air_conditioner_filter_173,air_conditioner_filter,air_conditioner_filter/train/good/173.png
air_conditioner_filter_174,air_conditioner_filter,air_conditioner_filter/train/good/174.png
air_conditioner_filter_175,air_conditioner_filter,air_conditioner_filter/train/good/175.png
air_conditioner_filter_176,air_conditioner_filter,air_conditioner_filter/train/good/176.png
air_conditioner_filter_177,air_conditioner_filter,air_conditioner_filter/train/good/177.png
air_conditioner_filter_178,air_conditioner_filter,air_conditioner_filter/train/good/178.png
air_conditioner_filter_179,air_conditioner_filter,air_conditioner_filter/train/good/179.png
air_conditioner_filter_180,air_conditioner_filter,air_conditioner_filter/train/good/180.png
air_conditioner_filter_181,air_conditioner_filter,air_conditioner_filter/train/good/181.png
air_conditioner_filter_182,air_conditioner_filter,air_conditioner_filter/train/good/182.png
air_conditioner_filter_183,air_conditioner_filter,air_conditioner_filter/train/good/183.png
air_conditioner_filter_184,air_conditioner_filter,air_conditioner_filter/train/good/184.png
air_conditioner_filter_185,air_conditioner_filter,air_conditioner_filter/train/good/185.png
air_conditioner_filter_186,air_conditioner_filter,air_conditioner_filter/train/good/186.png
air_conditioner_filter_187,air_conditioner_filter,air_conditioner_filter/train/good/187.png
air_conditioner_filter_188,air_conditioner_filter,air_conditioner_filter/train/good/188.png
air_conditioner_filter_189,air_conditioner_filter,air_conditioner_filter/train/good/189.png
air_conditioner_filter_190,air_conditioner_filter,air_conditioner_filter/train/good/190.png
air_conditioner_filter_191,air_conditioner_filter,air_conditioner_filter/train/good/191.png
air_conditioner_filter_192,air_conditioner_filter,air_conditioner_filter/train/good/192.png
air_conditioner_filter_193,air_conditioner_filter,air_conditioner_filter/train/good/193.png
air_conditioner_filter_194,air_conditioner_filter,air_conditioner_filter/train/good/194.png
air_conditioner_filter_195,air_conditioner_filter,air_conditioner_filter/train/good/195.png
air_conditioner_filter_196,air_conditioner_filter,air_conditioner_filter/train/good/196.png
air_conditioner_filter_197,air_conditioner_filter,air_conditioner_filter/train/good/197.png
air_conditioner_filter_198,air_conditioner_filter,air_conditioner_filter/train/good/198.png
air_conditioner_filter_199,air_conditioner_filter,air_conditioner_filter/train/good/199.png
air_conditioner_filter_200,air_conditioner_filter,air_conditioner_filter/train/good/200.png
air_conditioner_filter_201,air_conditioner_filter,air_conditioner_filter/train/good/201.png
air_conditioner_filter_202,air_conditioner_filter,air_conditioner_filter/train/good/202.png
air_conditioner_filter_203,air_conditioner_filter,air_conditioner_filter/train/good/203.png
air_conditioner_filter_204,air_conditioner_filter,air_conditioner_filter/train/good/204.png
air_conditioner_filter_205,air_conditioner_filter,air_conditioner_filter/train/good/205.png
air_conditioner_filter_206,air_conditioner_filter,air_conditioner_filter/train/good/206.png
air_conditioner_filter_207,air_conditioner_filter,air_conditioner_filter/train/good/207.png
air_conditioner_filter_208,air_conditioner_filter,air_conditioner_filter/train/good/208.png
air_conditioner_filter_209,air_conditioner_filter,air_conditioner_filter/train/good/209.png
air_conditioner_filter_210,air_conditioner_filter,air_conditioner_filter/train/good/210.png
air_conditioner_filter_211,air_conditioner_filter,air_conditioner_filter/train/good/211.png
air_conditioner_filter_212,air_conditioner_filter,air_conditioner_filter/train/good/212.png
air_conditioner_filter_213,air_conditioner_filter,air_conditioner_filter/train/good/213.png
air_conditioner_filter_214,air_conditioner_filter,air_conditioner_filter/train/good/214.png
air_conditioner_filter_215,air_conditioner_filter,air_conditioner_filter/train/good/215.png
air_conditioner_filter_216,air_conditioner_filter,air_conditioner_filter/train/good/216.png
air_conditioner_filter_217,air_conditioner_filter,air_conditioner_filter/train/good/217.png
air_conditioner_filter_218,air_conditioner_filter,air_conditioner_filter/train/good/218.png
air_conditioner_filter_219,air_conditioner_filter,air_conditioner_filter/train/good/219.png
air_conditioner_filter_220,air_conditioner_filter,air_conditioner_filter/train/good/220.png
air_conditioner_filter_221,air_conditioner_filter,air_conditioner_filter/train/good/221.png
air_conditioner_filter_222,air_conditioner_filter,air_conditioner_filter/train/good/222.png
air_conditioner_filter_223,air_conditioner_filter,air_conditioner_filter/train/good/223.png
air_conditioner_filter_224,air_conditioner_filter,air_conditioner_filter/train/good/224.png
air_conditioner_filter_225,air_conditioner_filter,air_conditioner_filter/train/good/225.png
air_conditioner_filter_226,air_conditioner_filter,air_conditioner_filter/train/good/226.png
air_conditioner_filter_227,air_conditioner_filter,air_conditioner_filter/train/good/227.png
air_conditioner_filter_228,air_conditioner_filter,air_conditioner_filter/train/good/228.png
air_conditioner_filter_229,air_conditioner_filter,air_conditioner_filter/train/good/229.png
battery_piece_000,battery_piece,battery_piece/train/good/000.png
battery_piece_001,battery_piece,battery_piece/train/good/001.png
battery_piece_002,battery_piece,battery_piece/train/good/002.png
battery_piece_003,battery_piece,battery_piece/train/good/003.png
battery_piece_004,battery_piece,battery_piece/train/good/004.png
battery_piece_005,battery_piece,battery_piece/train/good/005.png
battery_piece_006,battery_piece,battery_piece/train/good/006.png
battery_piece_007,battery_piece,battery_piece/train/good/007.png
battery_piece_008,battery_piece,battery_piece/train/good/008.png
battery_piece_009,battery_piece,battery_piece/train/good/009.png
battery_piece_010,battery_piece,battery_piece/train/good/010.png
battery_piece_011,battery_piece,battery_piece/train/good/011.png
battery_piece_012,battery_piece,battery_piece/train/good/012.png
battery_piece_013,battery_piece,battery_piece/train/good/013.png
battery_piece_014,battery_piece,battery_piece/train/good/014.png
battery_piece_015,battery_piece,battery_piece/train/good/015.png
battery_piece_016,battery_piece,battery_piece/train/good/016.png
battery_piece_017,battery_piece,battery_piece/train/good/017.png
battery_piece_018,battery_piece,battery_piece/train/good/018.png
battery_piece_019,battery_piece,battery_piece/train/good/019.png
battery_piece_020,battery_piece,battery_piece/train/good/020.png
battery_piece_021,battery_piece,battery_piece/train/good/021.png
battery_piece_022,battery_piece,battery_piece/train/good/022.png
battery_piece_023,battery_piece,battery_piece/train/good/023.png
battery_piece_024,battery_piece,battery_piece/train/good/024.png
battery_piece_025,battery_piece,battery_piece/train/good/025.png
battery_piece_026,battery_piece,battery_piece/train/good/026.png
battery_piece_027,battery_piece,battery_piece/train/good/027.png
battery_piece_028,battery_piece,battery_piece/train/good/028.png
battery_piece_029,battery_piece,battery_piece/train/good/029.png
battery_piece_030,battery_piece,battery_piece/train/good/030.png
battery_piece_031,battery_piece,battery_piece/train/good/031.png
battery_piece_032,battery_piece,battery_piece/train/good/032.png
battery_piece_033,battery_piece,battery_piece/train/good/033.png
battery_piece_034,battery_piece,battery_piece/train/good/034.png
battery_piece_035,battery_piece,battery_piece/train/good/035.png
battery_piece_036,battery_piece,battery_piece/train/good/036.png
battery_piece_037,battery_piece,battery_piece/train/good/037.png
battery_piece_038,battery_piece,battery_piece/train/good/038.png
battery_piece_039,battery_piece,battery_piece/train/good/039.png
battery_piece_040,battery_piece,battery_piece/train/good/040.png
battery_piece_041,battery_piece,battery_piece/train/good/041.png
battery_piece_042,battery_piece,battery_piece/train/good/042.png
battery_piece_043,battery_piece,battery_piece/train/good/043.png
battery_piece_044,battery_piece,battery_piece/train/good/044.png
battery_piece_045,battery_piece,battery_piece/train/good/045.png
battery_piece_046,battery_piece,battery_piece/train/good/046.png
battery_piece_047,battery_piece,battery_piece/train/good/047.png
battery_piece_048,battery_piece,battery_piece/train/good/048.png
battery_piece_049,battery_piece,battery_piece/train/good/049.png
battery_piece_050,battery_piece,battery_piece/train/good/050.png
battery_piece_051,battery_piece,battery_piece/train/good/051.png
battery_piece_052,battery_piece,battery_piece/train/good/052.png
battery_piece_053,battery_piece,battery_piece/train/good/053.png
battery_piece_054,battery_piece,battery_piece/train/good/054.png
battery_piece_055,battery_piece,battery_piece/train/good/055.png
battery_piece_056,battery_piece,battery_piece/train/good/056.png
battery_piece_057,battery_piece,battery_piece/train/good/057.png
battery_piece_058,battery_piece,battery_piece/train/good/058.png
battery_piece_059,battery_piece,battery_piece/train/good/059.png
battery_piece_060,battery_piece,battery_piece/train/good/060.png
battery_piece_061,battery_piece,battery_piece/train/good/061.png
battery_piece_062,battery_piece,battery_piece/train/good/062.png
battery_piece_063,battery_piece,battery_piece/train/good/063.png
battery_piece_064,battery_piece,battery_piece/train/good/064.png
battery_piece_065,battery_piece,battery_piece/train/good/065.png
battery_piece_066,battery_piece,battery_piece/train/good/066.png
battery_piece_067,battery_piece,battery_piece/train/good/067.png
battery_piece_068,battery_piece,battery_piece/train/good/068.png
battery_piece_069,battery_piece,battery_piece/train/good/069.png
battery_piece_070,battery_piece,battery_piece/train/good/070.png
battery_piece_071,battery_piece,battery_piece/train/good/071.png
battery_piece_072,battery_piece,battery_piece/train/good/072.png
battery_piece_073,battery_piece,battery_piece/train/good/073.png
battery_piece_074,battery_piece,battery_piece/train/good/074.png
battery_piece_075,battery_piece,battery_piece/train/good/075.png
battery_piece_076,battery_piece,battery_piece/train/good/076.png
battery_piece_077,battery_piece,battery_piece/train/good/077.png
battery_piece_078,battery_piece,battery_piece/train/good/078.png
battery_piece_079,battery_piece,battery_piece/train/good/079.png
battery_piece_080,battery_piece,battery_piece/train/good/080.png
battery_piece_081,battery_piece,battery_piece/train/good/081.png
battery_piece_082,battery_piece,battery_piece/train/good/082.png
battery_piece_083,battery_piece,battery_piece/train/good/083.png
battery_piece_084,battery_piece,battery_piece/train/good/084.png
battery_piece_085,battery_piece,battery_piece/train/good/085.png
battery_piece_086,battery_piece,battery_piece/train/good/086.png
battery_piece_087,battery_piece,battery_piece/train/good/087.png
battery_piece_088,battery_piece,battery_piece/train/good/088.png
battery_piece_089,battery_piece,battery_piece/train/good/089.png
battery_piece_090,battery_piece,battery_piece/train/good/090.png
battery_piece_091,battery_piece,battery_piece/train/good/091.png
battery_piece_092,battery_piece,battery_piece/train/good/092.png
battery_piece_093,battery_piece,battery_piece/train/good/093.png
battery_piece_094,battery_piece,battery_piece/train/good/094.png
battery_piece_095,battery_piece,battery_piece/train/good/095.png
battery_piece_096,battery_piece,battery_piece/train/good/096.png
battery_piece_097,battery_piece,battery_piece/train/good/097.png
battery_piece_098,battery_piece,battery_piece/train/good/098.png
battery_piece_099,battery_piece,battery_piece/train/good/099.png
battery_piece_100,battery_piece,battery_piece/train/good/100.png
battery_piece_101,battery_piece,battery_piece/train/good/101.png
battery_piece_102,battery_piece,battery_piece/train/good/102.png
battery_piece_103,battery_piece,battery_piece/train/good/103.png
battery_piece_104,battery_piece,battery_piece/train/good/104.png
battery_piece_105,battery_piece,battery_piece/train/good/105.png
battery_tab2_000,battery_tab2,battery_tab2/train/good/000.png
battery_tab2_001,battery_tab2,battery_tab2/train/good/001.png
battery_tab2_002,battery_tab2,battery_tab2/train/good/002.png
battery_tab2_003,battery_tab2,battery_tab2/train/good/003.png
battery_tab2_004,battery_tab2,battery_tab2/train/good/004.png
battery_tab2_005,battery_tab2,battery_tab2/train/good/005.png
battery_tab2_006,battery_tab2,battery_tab2/train/good/006.png
battery_tab2_007,battery_tab2,battery_tab2/train/good/007.png
battery_tab2_008,battery_tab2,battery_tab2/train/good/008.png
battery_tab2_009,battery_tab2,battery_tab2/train/good/009.png
battery_tab2_010,battery_tab2,battery_tab2/train/good/010.png
battery_tab2_011,battery_tab2,battery_tab2/train/good/011.png
battery_tab2_012,battery_tab2,battery_tab2/train/good/012.png
battery_tab2_013,battery_tab2,battery_tab2/train/good/013.png
battery_tab2_014,battery_tab2,battery_tab2/train/good/014.png
battery_tab2_015,battery_tab2,battery_tab2/train/good/015.png
battery_tab2_016,battery_tab2,battery_tab2/train/good/016.png
battery_tab2_017,battery_tab2,battery_tab2/train/good/017.png
battery_tab2_018,battery_tab2,battery_tab2/train/good/018.png
battery_tab2_019,battery_tab2,battery_tab2/train/good/019.png
battery_tab2_020,battery_tab2,battery_tab2/train/good/020.png
battery_tab2_021,battery_tab2,battery_tab2/train/good/021.png
battery_tab2_022,battery_tab2,battery_tab2/train/good/022.png
battery_tab2_023,battery_tab2,battery_tab2/train/good/023.png
battery_tab2_024,battery_tab2,battery_tab2/train/good/024.png
battery_tab2_025,battery_tab2,battery_tab2/train/good/025.png
battery_tab2_026,battery_tab2,battery_tab2/train/good/026.png
battery_tab2_027,battery_tab2,battery_tab2/train/good/027.png
battery_tab2_028,battery_tab2,battery_tab2/train/good/028.png
battery_tab2_029,battery_tab2,battery_tab2/train/good/029.png
battery_tab2_030,battery_tab2,battery_tab2/train/good/030.png
battery_tab2_031,battery_tab2,battery_tab2/train/good/031.png
battery_tab2_032,battery_tab2,battery_tab2/train/good/032.png
battery_tab2_033,battery_tab2,battery_tab2/train/good/033.png
battery_tab2_034,battery_tab2,battery_tab2/train/good/034.png
battery_tab2_035,battery_tab2,battery_tab2/train/good/035.png
battery_tab2_036,battery_tab2,battery_tab2/train/good/036.png
battery_tab2_037,battery_tab2,battery_tab2/train/good/037.png
battery_tab2_038,battery_tab2,battery_tab2/train/good/038.png
battery_tab2_039,battery_tab2,battery_tab2/train/good/039.png
battery_tab2_040,battery_tab2,battery_tab2/train/good/040.png
battery_tab2_041,battery_tab2,battery_tab2/train/good/041.png
battery_tab2_042,battery_tab2,battery_tab2/train/good/042.png
battery_tab2_043,battery_tab2,battery_tab2/train/good/043.png
battery_tab2_044,battery_tab2,battery_tab2/train/good/044.png
battery_tab2_045,battery_tab2,battery_tab2/train/good/045.png
battery_tab2_046,battery_tab2,battery_tab2/train/good/046.png
battery_tab2_047,battery_tab2,battery_tab2/train/good/047.png
battery_tab2_048,battery_tab2,battery_tab2/train/good/048.png
battery_tab2_049,battery_tab2,battery_tab2/train/good/049.png
battery_tab2_050,battery_tab2,battery_tab2/train/good/050.png
battery_tab2_051,battery_tab2,battery_tab2/train/good/051.png
battery_tab2_052,battery_tab2,battery_tab2/train/good/052.png
battery_tab2_053,battery_tab2,battery_tab2/train/good/053.png
battery_tab2_054,battery_tab2,battery_tab2/train/good/054.png
battery_tab2_055,battery_tab2,battery_tab2/train/good/055.png
battery_tab2_056,battery_tab2,battery_tab2/train/good/056.png
battery_tab2_057,battery_tab2,battery_tab2/train/good/057.png
